filename,result
IMG0000000.jpg,B
IMG0000001.jpg,B
IMG0000002.jpg,A
IMG0000003.jpg,A
IMG0000004.jpg,A
IMG0000005.jpg,A
IMG0000006.jpg,A
IMG0000007.jpg,A
IMG0000008.jpg,A
IMG0000009.jpg,A
IMG0000010.jpg,A
IMG0000011.jpg,A
IMG0000012.jpg,A
IMG0000013.jpg,B
IMG0000014.jpg,B
IMG0000015.jpg,A
IMG0000016.jpg,A
IMG0000017.jpg,B
IMG0000018.jpg,B
IMG0000020.jpg,A
IMG0000021.jpg,B
IMG0000022.jpg,A
IMG0000023.jpg,A
IMG0000024.jpg,A
IMG0000026.jpg,B
IMG0000027.jpg,B
IMG0000028.jpg,A
IMG0000029.jpg,B
IMG0000030.jpg,A
IMG0000031.jpg,A
IMG0000032.jpg,A
IMG0000033.jpg,B
IMG0000034.jpg,B
IMG0000035.jpg,A
IMG0000036.jpg,B
IMG0000037.jpg,A
IMG0000038.jpg,B
IMG0000039.jpg,B
IMG0000040.jpg,A
IMG0000041.jpg,B
IMG0000042.jpg,B
IMG0000043.jpg,B
IMG0000045.jpg,B
IMG0000046.jpg,A
IMG0000047.jpg,B
IMG0000048.jpg,B
IMG0000049.jpg,A
IMG0000050.jpg,A
IMG0000051.jpg,B
IMG0000052.jpg,B
IMG0000053.jpg,B
IMG0000054.jpg,B
IMG0000055.jpg,A
IMG0000056.jpg,B
IMG0000060.jpg,A
IMG0000061.jpg,B
IMG0000062.jpg,A
IMG0000063.jpg,B
IMG0000064.jpg,B
IMG0000065.jpg,A
IMG0000066.jpg,B
IMG0000067.jpg,B
IMG0000068.jpg,B
IMG0000069.jpg,B
IMG0000070.jpg,B
IMG0000071.jpg,A
IMG0000072.jpg,B
IMG0000073.jpg,A
IMG0000074.jpg,A
IMG0000075.jpg,A
IMG0000076.jpg,A
IMG0000077.jpg,A
IMG0000078.jpg,B
IMG0000079.jpg,A
IMG0000080.jpg,A
IMG0000081.jpg,A
IMG0000082.jpg,B
IMG0000083.jpg,A
IMG0000084.jpg,B
IMG0000085.jpg,A
IMG0000086.jpg,B
IMG0000087.jpg,A
IMG0000088.jpg,B
IMG0000089.jpg,A
IMG0000090.jpg,B
IMG0000091.jpg,B
IMG0000093.jpg,B
IMG0000094.jpg,A
IMG0000095.jpg,B
IMG0000096.jpg,B
IMG0000097.jpg,B
IMG0000098.jpg,A
IMG0000099.jpg,B
IMG0000101.jpg,B
IMG0000102.jpg,A
IMG0000103.jpg,A
IMG0000104.jpg,A
IMG0000105.jpg,A
IMG0000106.jpg,B
IMG0000107.jpg,B
IMG0000108.jpg,A
IMG0000109.jpg,B
IMG0000110.jpg,A
IMG0000111.jpg,B
IMG0000112.jpg,A
IMG0000113.jpg,A
IMG0000114.jpg,B
IMG0000115.jpg,B
IMG0000116.jpg,B
IMG0000117.jpg,B
IMG0000118.jpg,B
IMG0000119.jpg,B
IMG0000120.jpg,B
IMG0000121.jpg,B
IMG0000122.jpg,B
IMG0000123.jpg,A
IMG0000124.jpg,B
IMG0000125.jpg,B
IMG0000126.jpg,B
IMG0000127.jpg,B
IMG0000128.jpg,B
IMG0000129.jpg,A
IMG0000130.jpg,B
IMG0000131.jpg,B
IMG0000132.jpg,B
IMG0000133.jpg,B
IMG0000134.jpg,A
IMG0000135.jpg,A
IMG0000136.jpg,B
IMG0000137.jpg,B
IMG0000138.jpg,B
IMG0000139.jpg,B
IMG0000140.jpg,A
IMG0000141.jpg,A
IMG0000145.jpg,A
IMG0000146.jpg,A
IMG0000147.jpg,A
IMG0000148.jpg,A
IMG0000149.jpg,B
IMG0000150.jpg,B
IMG0000152.jpg,B
IMG0000153.jpg,B
IMG0000154.jpg,B
IMG0000157.jpg,B
IMG0000158.jpg,A
IMG0000159.jpg,B
IMG0000160.jpg,B
IMG0000161.jpg,B
IMG0000162.jpg,B
IMG0000163.jpg,A
IMG0000164.jpg,B
IMG0000165.jpg,A
IMG0000166.jpg,A
IMG0000167.jpg,A
IMG0000168.jpg,A
IMG0000169.jpg,B
IMG0000170.jpg,A
IMG0000171.jpg,B
IMG0000172.jpg,A
IMG0000173.jpg,B
IMG0000174.jpg,B
IMG0000175.jpg,B
IMG0000176.jpg,A
IMG0000177.jpg,A
IMG0000178.jpg,B
IMG0000179.jpg,A
IMG0000180.jpg,A
IMG0000181.jpg,B
IMG0000182.jpg,B
IMG0000183.jpg,B
IMG0000184.jpg,A
IMG0000185.jpg,B
IMG0000186.jpg,B
IMG0000187.jpg,B
IMG0000191.jpg,B
IMG0000192.jpg,B
IMG0000193.jpg,B
IMG0000194.jpg,B
IMG0000195.jpg,B
IMG0000196.jpg,B
IMG0000197.jpg,B
IMG0000198.jpg,B
IMG0000199.jpg,B
IMG0000200.jpg,B
IMG0000201.jpg,A
IMG0000202.jpg,A
IMG0000203.jpg,B
IMG0000204.jpg,A
IMG0000205.jpg,A
IMG0000208.jpg,B
IMG0000209.jpg,B
IMG0000210.jpg,A
IMG0000211.jpg,A
IMG0000212.jpg,B
IMG0000213.jpg,B
IMG0000214.jpg,B
IMG0000215.jpg,A
IMG0000216.jpg,A
IMG0000217.jpg,B
IMG0000218.jpg,A
IMG0000219.jpg,B
IMG0000220.jpg,B
IMG0000221.jpg,B
IMG0000222.jpg,B
IMG0000223.jpg,B
IMG0000224.jpg,B
IMG0000225.jpg,B
IMG0000226.jpg,B
IMG0000227.jpg,B
IMG0000228.jpg,B
IMG0000229.jpg,B
IMG0000230.jpg,B
IMG0000231.jpg,B
IMG0000232.jpg,B
IMG0000233.jpg,B
IMG0000234.jpg,B
IMG0000235.jpg,A
IMG0000236.jpg,B
IMG0000237.jpg,A
IMG0000238.jpg,B
IMG0000239.jpg,B
IMG0000240.jpg,A
IMG0000241.jpg,A
IMG0000242.jpg,B
IMG0000243.jpg,B
IMG0000244.jpg,B
IMG0000245.jpg,B
IMG0000246.jpg,B
IMG0000247.jpg,B
IMG0000248.jpg,A
IMG0000249.jpg,B
IMG0000250.jpg,B
IMG0000251.jpg,B
IMG0000252.jpg,A
IMG0000253.jpg,A
IMG0000254.jpg,B
IMG0000255.jpg,B
IMG0000256.jpg,B
IMG0000257.jpg,A
IMG0000258.jpg,B
IMG0000259.jpg,A
IMG0000260.jpg,A
IMG0000263.jpg,A
IMG0000264.jpg,A
IMG0000265.jpg,B
IMG0000266.jpg,B
IMG0000267.jpg,A
IMG0000268.jpg,A
IMG0000269.jpg,A
IMG0000270.jpg,B
IMG0000271.jpg,B
IMG0000272.jpg,A
IMG0000273.jpg,B
IMG0000274.jpg,B
IMG0000275.jpg,B
IMG0000276.jpg,B
IMG0000277.jpg,B
IMG0000278.jpg,B
IMG0000279.jpg,B
IMG0000280.jpg,B
IMG0000281.jpg,A
IMG0000282.jpg,A
IMG0000283.jpg,B
IMG0000285.jpg,B
IMG0000286.jpg,B
IMG0000287.jpg,B
IMG0000288.jpg,B
IMG0000289.jpg,A
IMG0000290.jpg,A
IMG0000291.jpg,B
IMG0000292.jpg,B
IMG0000293.jpg,A
IMG0000294.jpg,B
IMG0000295.jpg,B
IMG0000296.jpg,B
IMG0000297.jpg,B
IMG0000298.jpg,A
IMG0000299.jpg,A
IMG0000300.jpg,A
IMG0000301.jpg,A
IMG0000302.jpg,B
IMG0000303.jpg,A
IMG0000304.jpg,B
IMG0000305.jpg,A
IMG0000306.jpg,A
IMG0000308.jpg,A
IMG0000309.jpg,A
IMG0000310.jpg,A
IMG0000311.jpg,B
IMG0000312.jpg,B
IMG0000313.jpg,A
IMG0000314.jpg,B
IMG0000315.jpg,B
IMG0000316.jpg,B
IMG0000317.jpg,B
IMG0000318.jpg,A
IMG0000320.jpg,B
IMG0000321.jpg,B
IMG0000322.jpg,A
IMG0000323.jpg,A
IMG0000324.jpg,B
IMG0000325.jpg,B
IMG0000326.jpg,B
IMG0000327.jpg,B
IMG0000328.jpg,B
IMG0000329.jpg,A
IMG0000330.jpg,B
IMG0000331.jpg,A
IMG0000332.jpg,B
IMG0000333.jpg,B
IMG0000334.jpg,A
IMG0000335.jpg,B
IMG0000336.jpg,B
IMG0000337.jpg,B
IMG0000338.jpg,B
IMG0000339.jpg,A
IMG0000340.jpg,B
IMG0000342.jpg,B
IMG0000343.jpg,B
IMG0000344.jpg,B
IMG0000345.jpg,B
IMG0000346.jpg,A
IMG0000347.jpg,A
IMG0000348.jpg,B
IMG0000349.jpg,B
IMG0000350.jpg,B
IMG0000353.jpg,A
IMG0000354.jpg,B
IMG0000355.jpg,B
IMG0000356.jpg,B
IMG0000357.jpg,B
IMG0000358.jpg,B
IMG0000359.jpg,B
IMG0000360.jpg,B
IMG0000361.jpg,A
IMG0000362.jpg,B
IMG0000363.jpg,B
IMG0000364.jpg,B
IMG0000365.jpg,B
IMG0000366.jpg,B
IMG0000367.jpg,B
IMG0000368.jpg,A
IMG0000369.jpg,A
IMG0000370.jpg,B
IMG0000371.jpg,A
IMG0000372.jpg,B
IMG0000373.jpg,B
IMG0000374.jpg,A
IMG0000375.jpg,A
IMG0000376.jpg,B
IMG0000377.jpg,B
IMG0000378.jpg,B
IMG0000379.jpg,A
IMG0000380.jpg,B
IMG0000381.jpg,B
IMG0000382.jpg,B
IMG0000383.jpg,B
IMG0000384.jpg,B
IMG0000385.jpg,B
IMG0000386.jpg,B
IMG0000387.jpg,B
IMG0000388.jpg,A
IMG0000389.jpg,B
IMG0000390.jpg,B
IMG0000391.jpg,B
IMG0000392.jpg,B
IMG0000393.jpg,A
IMG0000394.jpg,B
IMG0000395.jpg,A
IMG0000396.jpg,B
IMG0000397.jpg,B
IMG0000398.jpg,B
IMG0000399.jpg,B
IMG0000400.jpg,B
IMG0000401.jpg,A
IMG0000402.jpg,B
IMG0000403.jpg,B
IMG0000404.jpg,B
IMG0000405.jpg,B
IMG0000406.jpg,B
IMG0000407.jpg,A
IMG0000408.jpg,B
IMG0000409.jpg,B
IMG0000410.jpg,A
IMG0000411.jpg,A
IMG0000412.jpg,A
IMG0000413.jpg,B
IMG0000414.jpg,A
IMG0000415.jpg,B
IMG0000416.jpg,B
IMG0000417.jpg,B
IMG0000418.jpg,B
IMG0000419.jpg,A
IMG0000420.jpg,B
IMG0000421.jpg,B
IMG0000422.jpg,B
IMG0000423.jpg,B
IMG0000424.jpg,B
IMG0000425.jpg,B
IMG0000426.jpg,B
IMG0000427.jpg,B
IMG0000428.jpg,A
IMG0000429.jpg,B
IMG0000430.jpg,A
IMG0000431.jpg,B
IMG0000432.jpg,B
IMG0000433.jpg,B
IMG0000434.jpg,B
IMG0000435.jpg,B
IMG0000436.jpg,A
IMG0000437.jpg,A
IMG0000438.jpg,B
IMG0000439.jpg,A
IMG0000440.jpg,A
IMG0000441.jpg,B
IMG0000445.jpg,B
IMG0000446.jpg,A
IMG0000447.jpg,B
IMG0000448.jpg,A
IMG0000449.jpg,B
IMG0000450.jpg,B
IMG0000451.jpg,B
IMG0000452.jpg,B
IMG0000457.jpg,B
IMG0000458.jpg,A
IMG0000459.jpg,B
IMG0000460.jpg,B
IMG0000461.jpg,B
IMG0000462.jpg,B
IMG0000463.jpg,B
IMG0000464.jpg,B
IMG0000465.jpg,B
IMG0000473.jpg,A
IMG0000474.jpg,A
IMG0000475.jpg,B
IMG0000476.jpg,A
IMG0000477.jpg,B
IMG0000478.jpg,A
IMG0000481.jpg,B
IMG0000482.jpg,B
IMG0000483.jpg,B
IMG0000484.jpg,A
IMG0000485.jpg,B
IMG0000488.jpg,B
IMG0000489.jpg,B
IMG0000490.jpg,B
IMG0000491.jpg,B
IMG0000492.jpg,B
IMG0000493.jpg,B
IMG0000494.jpg,B
IMG0000495.jpg,A
IMG0000496.jpg,A
IMG0000497.jpg,B
IMG0000498.jpg,B
IMG0000499.jpg,B
IMG0000500.jpg,B
IMG0000502.jpg,A
IMG0000503.jpg,B
IMG0000504.jpg,A
IMG0000505.jpg,B
IMG0000506.jpg,B
