filename,result
IMG0000019.jpg,A
IMG0000025.jpg,B
IMG0000044.jpg,A
IMG0000057.jpg,A
IMG0000058.jpg,A
IMG0000059.jpg,A
IMG0000092.jpg,A
IMG0000100.jpg,B
IMG0000142.jpg,A
IMG0000143.jpg,A
IMG0000144.jpg,A
IMG0000151.jpg,A
IMG0000155.jpg,A
IMG0000156.jpg,A
IMG0000188.jpg,A
IMG0000189.jpg,A
IMG0000190.jpg,A
IMG0000206.jpg,A
IMG0000207.jpg,A
IMG0000261.jpg,A
IMG0000284.jpg,A
IMG0000307.jpg,A
IMG0000319.jpg,A
IMG0000351.jpg,B
IMG0000352.jpg,A
IMG0000443.jpg,A
IMG0000453.jpg,A
IMG0000454.jpg,A
IMG0000455.jpg,A
IMG0000456.jpg,A
IMG0000466.jpg,A
IMG0000467.jpg,A
IMG0000468.jpg,B
IMG0000470.jpg,A
IMG0000471.jpg,A
IMG0000472.jpg,A
IMG0000479.jpg,A
IMG0000480.jpg,A
IMG0000599.jpg,B
IMG0000600.jpg,A
IMG0000671.jpg,A
IMG0000692.jpg,A
IMG0000702.jpg,A
IMG0000750.jpg,A
IMG0000751.jpg,B
IMG0000758.jpg,A
IMG0000762.jpg,B
IMG0000763.jpg,A
IMG0000776.jpg,A
IMG0000777.jpg,A
IMG0000801.jpg,A
IMG0000804.jpg,B
IMG0000805.jpg,A
IMG0000822.jpg,A
IMG0000844.jpg,B
IMG0000845.jpg,B
IMG0000851.jpg,B
IMG0000852.jpg,A
IMG0001007.jpg,A
IMG0001008.jpg,A
IMG0001025.jpg,A
IMG0001026.jpg,A
IMG0001041.jpg,B
IMG0001073.jpg,A
IMG0001123.jpg,B
IMG0001147.jpg,B
IMG0001148.jpg,A
IMG0001151.jpg,B
IMG0001152.jpg,B
IMG0001191.jpg,A
IMG0001192.jpg,A
IMG0001198.jpg,B
IMG0001199.jpg,A
IMG0001200.jpg,B
IMG0001236.jpg,B
IMG0001350.jpg,A
IMG0001351.jpg,A
IMG0001360.jpg,A
IMG0001361.jpg,B
IMG0001362.jpg,A
IMG0001363.jpg,A
IMG0001364.jpg,A
IMG0001365.jpg,A
IMG0001366.jpg,A
IMG0001367.jpg,A
IMG0001380.jpg,A
IMG0001381.jpg,A
IMG0001382.jpg,A
IMG0001391.jpg,A
IMG0001392.jpg,A
IMG0001410.jpg,B
IMG0001411.jpg,A
IMG0001428.jpg,A
IMG0001440.jpg,B
IMG0001441.jpg,A
IMG0001494.jpg,B
IMG0001495.jpg,A
IMG0001546.jpg,A
IMG0001570.jpg,A
IMG0001571.jpg,A
IMG0001572.jpg,A
IMG0001577.jpg,B
IMG0001578.jpg,A
IMG0001639.jpg,A
IMG0001640.jpg,A
IMG0001710.jpg,A
IMG0001730.jpg,A
IMG0001731.jpg,A
IMG0001738.jpg,A
IMG0001739.jpg,A
IMG0001760.jpg,A
IMG0001762.jpg,B
IMG0001763.jpg,B
IMG0001774.jpg,A
IMG0001780.jpg,A
IMG0001781.jpg,A
IMG0001805.jpg,A
IMG0001867.jpg,A
IMG0001868.jpg,B
IMG0001869.jpg,A
IMG0001870.jpg,A
IMG0001916.jpg,B
IMG0001933.jpg,A
IMG0001934.jpg,A
IMG0001938.jpg,A
IMG0001939.jpg,A
IMG0001948.jpg,A
IMG0001964.jpg,A
IMG0001965.jpg,B
IMG0001970.jpg,A
IMG0001971.jpg,A
IMG0001980.jpg,A
IMG0001981.jpg,A
IMG0002020.jpg,B
IMG0002021.jpg,A
IMG0002036.jpg,A
IMG0002037.jpg,A
IMG0002085.jpg,A
IMG0002086.jpg,A
IMG0002105.jpg,A
IMG0002106.jpg,A
IMG0002122.jpg,A
IMG0002123.jpg,A
IMG0002126.jpg,B
IMG0002127.jpg,A
IMG0002148.jpg,A
IMG0002180.jpg,A
IMG0002181.jpg,A
IMG0002208.jpg,B
IMG0002225.jpg,A
IMG0002265.jpg,B
IMG0002272.jpg,A
IMG0002274.jpg,A
IMG0002287.jpg,A
IMG0002298.jpg,A
IMG0002299.jpg,A
IMG0002300.jpg,B
IMG0002301.jpg,A
IMG0002302.jpg,A
IMG0002303.jpg,A
IMG0002304.jpg,A
IMG0002305.jpg,A
IMG0002306.jpg,A
IMG0002307.jpg,B
IMG0002308.jpg,B
IMG0002309.jpg,A
IMG0002310.jpg,B
IMG0002311.jpg,A
IMG0002312.jpg,B
IMG0002313.jpg,A
IMG0002314.jpg,A
IMG0002315.jpg,A
IMG0002316.jpg,A
IMG0002317.jpg,A
IMG0002318.jpg,A
IMG0002319.jpg,A
IMG0002320.jpg,A
IMG0002321.jpg,A
IMG0002322.jpg,A
IMG0002323.jpg,A
IMG0002324.jpg,A
IMG0002325.jpg,A
IMG0002326.jpg,A
IMG0002327.jpg,B
IMG0002328.jpg,A
IMG0002329.jpg,A
IMG0002330.jpg,A
IMG0002331.jpg,A
IMG0002332.jpg,A
IMG0002333.jpg,A
